state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Nagaland,Chumukedima,2025-10,5579761,8,4
Nagaland,Chumukedima,2025-11,4782667,3,4
Nagaland,Chumukedima,2025-12,4782668,2,5
Nagaland,Chumukedima,NaT,38261255,37,27
Nagaland,Dimapur,2025-01,41452828,3914,10861
Nagaland,Dimapur,2025-02,17537971,290,192
Nagaland,Dimapur,2025-03,16740854,367,276
Nagaland,Dimapur,2025-04,14351027,163,137
Nagaland,Dimapur,2025-05,18335080,326,210
Nagaland,Dimapur,2025-06,17540977,402,221
Nagaland,Dimapur,2025-07,8769742,173,83
Nagaland,Dimapur,2025-08,17537967,458,216
Nagaland,Dimapur,2025-09,18338092,293,203
Nagaland,Dimapur,2025-10,17541000,195,227
Nagaland,Dimapur,2025-11,15946752,253,266
Nagaland,Dimapur,2025-12,17539471,255,301
Nagaland,Dimapur,NaT,238363595,2242,2699
Nagaland,Kiphire,2025-01,5590277,857,2050
Nagaland,Kiphire,2025-02,3194453,14,22
Nagaland,Kiphire,2025-03,3194445,20,32
Nagaland,Kiphire,2025-04,1597222,21,10
Nagaland,Kiphire,2025-05,2395833,17,27
Nagaland,Kiphire,2025-06,3194445,22,15
Nagaland,Kiphire,2025-07,1597222,5,15
Nagaland,Kiphire,2025-08,3194445,23,36
Nagaland,Kiphire,2025-09,2395833,18,24
Nagaland,Kiphire,2025-10,1597222,8,34
Nagaland,Kiphire,2025-11,2395833,20,37
Nagaland,Kiphire,2025-12,2395833,13,30
Nagaland,Kiphire,NaT,37534727,538,402
Nagaland,Kohima,2025-01,37461206,1544,7767
Nagaland,Kohima,2025-02,19129314,41,136
Nagaland,Kohima,2025-03,16738001,47,118
Nagaland,Kohima,2025-04,16737979,67,103
Nagaland,Kohima,2025-05,18331897,67,138
Nagaland,Kohima,2025-06,14346875,43,66
Nagaland,Kohima,2025-07,13549880,15,75
Nagaland,Kohima,2025-08,20723419,36,144
Nagaland,Kohima,2025-09,15940987,38,120
Nagaland,Kohima,2025-10,16737992,49,147
Nagaland,Kohima,2025-11,18332103,172,140
Nagaland,Kohima,2025-12,20723318,126,195
Nagaland,Kohima,NaT,226362158,981,1578
Nagaland,Longleng,2025-01,11180716,429,1665
Nagaland,Longleng,2025-02,3194493,9,23
Nagaland,Longleng,2025-03,2395875,9,12
Nagaland,Longleng,2025-04,4791734,3,8
Nagaland,Longleng,2025-05,3194493,15,17
Nagaland,Longleng,2025-06,5590352,10,11
Nagaland,Longleng,2025-07,1597250,1,10
Nagaland,Longleng,2025-08,6388973,13,21
Nagaland,Longleng,2025-09,3194497,9,13
Nagaland,Longleng,2025-10,3194493,5,19
Nagaland,Longleng,2025-11,2395875,6,9
Nagaland,Longleng,2025-12,4791733,7,22
Nagaland,Longleng,NaT,63091170,155,173
Nagaland,Meluri,2025-01,2391342,4,20
Nagaland,Meluri,2025-02,2391342,2,7
Nagaland,Meluri,2025-03,2391342,5,16
Nagaland,Meluri,2025-04,3188456,5,17
Nagaland,Meluri,2025-05,1594228,4,21
Nagaland,Meluri,2025-06,1594228,2,33
Nagaland,Meluri,2025-07,1594228,8,47
Nagaland,Meluri,2025-08,2391342,10,77
Nagaland,Meluri,2025-09,2391342,7,59
Nagaland,Meluri,2025-10,2391342,15,52
Nagaland,Meluri,2025-11,2391342,40,74
Nagaland,Meluri,2025-12,2391342,12,49
Nagaland,Meluri,NaT,27898990,46,233
Nagaland,Mokokchung,2025-01,26354132,956,4393
Nagaland,Mokokchung,2025-02,16770855,37,98
Nagaland,Mokokchung,2025-03,13576408,50,88
Nagaland,Mokokchung,2025-04,12777778,35,65
Nagaland,Mokokchung,2025-05,11979156,20,39
Nagaland,Mokokchung,2025-06,11979177,41,64
Nagaland,Mokokchung,2025-07,7986103,33,32
Nagaland,Mokokchung,2025-08,12777776,43,53
Nagaland,Mokokchung,2025-09,15173637,39,99
Nagaland,Mokokchung,2025-10,12777791,30,69
Nagaland,Mokokchung,2025-11,12777759,42,75
Nagaland,Mokokchung,2025-12,14375000,28,117
Nagaland,Mokokchung,NaT,170902711,766,1233
Nagaland,Mon,2025-01,21562515,2481,6235
Nagaland,Mon,2025-02,9583344,57,122
Nagaland,Mon,2025-03,7986120,32,111
Nagaland,Mon,2025-04,8784740,53,67
Nagaland,Mon,2025-05,10381965,107,78
Nagaland,Mon,2025-06,7187518,97,94
Nagaland,Mon,2025-07,7986121,210,73
Nagaland,Mon,2025-08,9583344,244,122
Nagaland,Mon,2025-09,9583344,102,105
Nagaland,Mon,2025-10,8784741,82,95
Nagaland,Mon,2025-11,8784741,151,114
Nagaland,Mon,2025-12,9583344,127,128
Nagaland,Mon,NaT,133368155,1524,1433
Nagaland,Niuland,2025-01,3985568,53,141
Nagaland,Niuland,2025-02,2391344,5,1
Nagaland,Niuland,2025-03,1594232,1,2
Nagaland,Niuland,2025-04,3188460,1,3
Nagaland,Niuland,2025-05,797116,0,1
Nagaland,Niuland,2025-06,2391343,7,0
Nagaland,Niuland,2025-07,1594228,4,1
Nagaland,Niuland,2025-08,1594228,2,0
Nagaland,Niuland,2025-09,3188452,5,1
Nagaland,Niuland,2025-10,797116,1,0
Nagaland,Niuland,2025-11,1594228,1,1
Nagaland,Niuland,2025-12,797112,0,1
Nagaland,Niuland,NaT,21522075,30,23
Nagaland,Noklak,2025-01,6389008,129,374
Nagaland,Noklak,2025-02,2395878,4,5
Nagaland,Noklak,2025-03,2395878,3,7
Nagaland,Noklak,2025-04,1597252,3,7
Nagaland,Noklak,2025-05,1597252,4,7
Nagaland,Noklak,2025-06,798626,8,2
Nagaland,Noklak,2025-07,1597252,4,12
Nagaland,Noklak,2025-08,3194504,1,9
Nagaland,Noklak,2025-09,2395878,2,7
Nagaland,Noklak,2025-10,1597252,0,4
Nagaland,Noklak,2025-11,2395878,2,6
Nagaland,Noklak,2025-12,2395878,3,2
Nagaland,Noklak,NaT,32743666,64,78
Nagaland,Peren,2025-01,12753690,1011,2080
Nagaland,Peren,2025-02,5579745,53,29
Nagaland,Peren,2025-03,6376639,40,30
Nagaland,Peren,2025-04,7173958,51,34
Nagaland,Peren,2025-05,7173955,39,25
Nagaland,Peren,2025-06,6376760,15,24
Nagaland,Peren,2025-07,3188422,19,9
Nagaland,Peren,2025-08,6376846,46,40
Nagaland,Peren,2025-09,3985543,16,16
Nagaland,Peren,2025-10,7970843,16,24
Nagaland,Peren,2025-11,7173850,36,35
Nagaland,Peren,2025-12,5579646,15,46
Nagaland,Peren,NaT,77318810,462,373
Nagaland,Phek,2025-01,27101663,761,5556
Nagaland,Phek,2025-02,9565306,39,65
Nagaland,Phek,2025-03,11159498,22,62
Nagaland,Phek,2025-04,10362383,29,68
Nagaland,Phek,2025-05,10362389,22,69
Nagaland,Phek,2025-06,10362412,39,84
Nagaland,Phek,2025-07,7173960,14,35
Nagaland,Phek,2025-08,11956617,26,116
Nagaland,Phek,2025-09,9565285,30,72
Nagaland,Phek,2025-10,9565282,19,44
Nagaland,Phek,2025-11,9565292,30,72
Nagaland,Phek,2025-12,11956605,42,92
Nagaland,Phek,NaT,133116872,547,803
Nagaland,Shamator,2025-01,2395884,18,52
Nagaland,Shamator,2025-02,798628,0,1
Nagaland,Shamator,2025-03,2395884,0,8
Nagaland,Shamator,2025-04,2395884,1,4
Nagaland,Shamator,2025-05,1597256,0,3
Nagaland,Shamator,2025-06,2395884,1,3
Nagaland,Shamator,2025-07,798628,0,1
Nagaland,Shamator,2025-08,2395884,0,4
Nagaland,Shamator,2025-09,1597256,0,6
Nagaland,Shamator,2025-10,1597256,0,6
Nagaland,Shamator,2025-11,798628,1,0
Nagaland,Shamator,2025-12,1597256,5,1
Nagaland,Shamator,NaT,21562956,10,45
Nagaland,Tseminyu,2025-01,2391327,32,102
Nagaland,Tseminyu,2025-03,1594218,1,3
Nagaland,Tseminyu,2025-04,1594218,2,0
Nagaland,Tseminyu,2025-05,1594218,1,2
Nagaland,Tseminyu,2025-06,797109,1,0
Nagaland,Tseminyu,2025-08,797109,2,1
Nagaland,Tseminyu,2025-09,797109,0,1
Nagaland,Tseminyu,2025-11,797109,0,1
Nagaland,Tseminyu,2025-12,797109,1,2
Nagaland,Tseminyu,NaT,15942172,13,21
Nagaland,Tuensang,2025-01,22361231,1419,5038
Nagaland,Tuensang,2025-02,7986151,26,49
Nagaland,Tuensang,2025-03,8784782,49,68
Nagaland,Tuensang,2025-04,7187536,26,61
Nagaland,Tuensang,2025-05,11979212,47,68
Nagaland,Tuensang,2025-06,10381976,40,72
Nagaland,Tuensang,2025-07,6388896,31,58
Nagaland,Tuensang,2025-08,10381986,49,134
Nagaland,Tuensang,2025-09,7187562,29,151
Nagaland,Tuensang,2025-10,10381986,40,104
Nagaland,Tuensang,2025-11,10381976,40,72
Nagaland,Tuensang,2025-12,11180587,29,117
Nagaland,Tuensang,NaT,126979763,825,1066
Nagaland,Wokha,2025-01,11159488,1146,3964
Nagaland,Wokha,2025-02,5579744,36,57
Nagaland,Wokha,2025-03,4782633,45,44
Nagaland,Wokha,2025-04,2391322,21,35
Nagaland,Wokha,2025-05,4782633,21,39
Nagaland,Wokha,2025-06,3188433,21,22
Nagaland,Wokha,2025-07,4785635,5,26
Nagaland,Wokha,2025-08,5579745,25,62
Nagaland,Wokha,2025-09,5579745,52,54
Nagaland,Wokha,2025-10,6378358,18,51
Nagaland,Wokha,2025-11,5579745,31,47
Nagaland,Wokha,2025-12,4782633,25,54
Nagaland,Wokha,NaT,58194791,527,499
Nagaland,Zunheboto,2025-01,16760409,687,4889
Nagaland,Zunheboto,2025-02,9578874,20,75
Nagaland,Zunheboto,2025-03,7981609,28,93
Nagaland,Zunheboto,2025-04,11173087,26,96
Nagaland,Zunheboto,2025-05,7980156,24,42
Nagaland,Zunheboto,2025-06,8781765,66,78
Nagaland,Zunheboto,2025-07,7184537,10,58
Nagaland,Zunheboto,2025-08,11973198,45,120
Nagaland,Zunheboto,2025-09,7980152,40,53
Nagaland,Zunheboto,2025-10,8778731,33,63
Nagaland,Zunheboto,2025-11,7981645,18,72
Nagaland,Zunheboto,2025-12,9575836,34,82
Nagaland,Zunheboto,NaT,109347084,446,765
Odisha,Angul,2025-01,141195538,17730,21772
Odisha,Angul,2025-02,61488410,568,359
Odisha,Angul,2025-03,54656337,573,470
Odisha,Angul,2025-04,53897367,369,332
Odisha,Angul,2025-05,56933631,481,402
Odisha,Angul,2025-06,58451957,511,379
Odisha,Angul,2025-07,44788006,283,210
Odisha,Angul,2025-08,64524550,796,602
Odisha,Angul,2025-09,50860728,446,387
Odisha,Angul,2025-10,56174344,589,450
Odisha,Angul,2025-11,53138061,468,418
Odisha,Angul,2025-12,63765729,661,470
Odisha,Angul,NaT,809217035,8829,5498
Odisha,Anugal,2025-01,759119,0,1
Odisha,Anugal,NaT,2277357,0,3
Odisha,Anugul,2025-01,31883002,185,541
Odisha,Anugul,2025-02,14423115,7,23
Odisha,Anugul,2025-03,18218912,13,49
Odisha,Anugul,2025-04,17459767,3,31
Odisha,Anugul,2025-05,14423225,8,24
Odisha,Anugul,2025-06,15941521,11,23
Odisha,Anugul,2025-07,8350318,4,20
Odisha,Anugul,2025-08,22773566,22,45
Odisha,Anugul,2025-09,14423361,9,30
Odisha,Anugul,2025-10,21255465,14,52
Odisha,Anugul,2025-11,15182545,8,32
Odisha,Anugul,2025-12,25809901,22,53
Odisha,Anugul,NaT,276319551,131,539
Odisha,Balangir,2025-01,166446617,28061,30158
Odisha,Balangir,2025-02,61362795,800,561
Odisha,Balangir,2025-03,57527707,667,515
Odisha,Balangir,2025-04,65964849,750,574
Odisha,Balangir,2025-05,64430927,652,491
Odisha,Balangir,2025-06,64430991,700,507
Odisha,Balangir,2025-07,47556245,705,263
Odisha,Balangir,2025-08,67499091,1022,691
Odisha,Balangir,2025-09,59061729,504,415
Odisha,Balangir,2025-10,62896845,743,551
Odisha,Balangir,2025-11,55993535,664,501
Odisha,Balangir,2025-12,67499213,930,543
Odisha,Balangir,NaT,880556336,10127,6878
Odisha,Baleshwar,2025-01,182209112,2964,8905
Odisha,Baleshwar,2025-02,98289858,129,272
Odisha,Baleshwar,2025-03,83925972,106,257
Odisha,Baleshwar,2025-04,89218357,109,324
Odisha,Baleshwar,2025-05,84682517,67,258
Odisha,Baleshwar,2025-06,87701742,111,262
Odisha,Baleshwar,2025-07,55948586,71,179
Odisha,Baleshwar,2025-08,102070367,137,336
Odisha,Baleshwar,2025-09,74093788,91,224
Odisha,Baleshwar,2025-10,83168401,74,251
Odisha,Baleshwar,2025-11,86949972,85,259
Odisha,Baleshwar,2025-12,97534019,116,256
Odisha,Baleshwar,NaT,1201400231,1434,3787
Odisha,Baleswar,2025-01,283518920,30815,31359
Odisha,Baleswar,2025-02,113407383,1311,568
Odisha,Baleswar,2025-03,99798695,1131,476
Odisha,Baleswar,2025-04,105090681,1217,622
Odisha,Baleswar,2025-05,113407339,858,522
Odisha,Baleswar,2025-06,102822709,1049,554
Odisha,Baleswar,2025-07,77872821,931,307
Odisha,Baleswar,2025-08,118699860,1498,680
Odisha,Baleswar,2025-09,99798299,864,444
Odisha,Baleswar,2025-10,107359009,1124,543
Odisha,Baleswar,2025-11,105847114,1021,534
Odisha,Baleswar,2025-12,110383227,1284,553
Odisha,Baleswar,NaT,1521172797,17149,7249
Odisha,Bargarh,2025-01,150538086,22257,26811
Odisha,Bargarh,2025-02,56067867,765,462
Odisha,Bargarh,2025-03,50691635,874,477
Odisha,Bargarh,2025-04,56067708,655,465
Odisha,Bargarh,2025-05,55299645,446,356
Odisha,Bargarh,2025-06,56068088,789,485
Odisha,Bargarh,2025-07,38402525,639,287
Odisha,Bargarh,2025-08,59140008,1132,676
Odisha,Bargarh,2025-09,49155173,590,440
Odisha,Bargarh,2025-10,53763598,762,529
Odisha,Bargarh,2025-11,55299705,727,465
Odisha,Bargarh,2025-12,59908314,902,654
Odisha,Bargarh,NaT,804151856,11332,6815
Odisha,Baudh,2025-01,23622616,400,2646
Odisha,Baudh,2025-02,9144236,16,54
Odisha,Baudh,2025-03,11430285,25,64
Odisha,Baudh,2025-04,14478350,23,75
Odisha,Baudh,2025-05,9144240,12,27
Odisha,Baudh,2025-06,9144222,16,35
Odisha,Baudh,2025-07,5334127,19,19
Odisha,Baudh,2025-08,11430285,25,61
Odisha,Baudh,2025-09,9144236,15,55
Odisha,Baudh,2025-10,10668271,33,51
Odisha,Baudh,2025-11,9906257,23,42
Odisha,Baudh,2025-12,9906257,48,51
Odisha,Baudh,NaT,129543366,281,724
Odisha,Bhadrak,2025-01,217004137,30870,28680
Odisha,Bhadrak,2025-02,85439499,1023,514
Odisha,Bhadrak,2025-03,80145304,784,455
Odisha,Bhadrak,2025-04,89221119,1100,725
Odisha,Bhadrak,2025-05,86955066,744,445
Odisha,Bhadrak,2025-06,77120897,788,554
Odisha,Bhadrak,2025-07,57462488,592,296
Odisha,Bhadrak,2025-08,87708895,1127,598
Odisha,Bhadrak,2025-09,74854836,744,421
Odisha,Bhadrak,2025-10,79389507,867,469
Odisha,Bhadrak,2025-11,81658919,816,488
Odisha,Bhadrak,2025-12,90731377,1006,534
Odisha,Bhadrak,NaT,1182538319,11036,6399
Odisha,Boudh,2025-01,65529534,5857,8218
Odisha,Boudh,2025-02,28192663,239,162
Odisha,Boudh,2025-03,25904611,217,168
Odisha,Boudh,2025-04,30476750,235,176
Odisha,Boudh,2025-05,25144622,174,111
Odisha,Boudh,2025-06,25906622,262,165
Odisha,Boudh,2025-07,17526406,174,76
Odisha,Boudh,2025-08,27428664,388,198
Odisha,Boudh,2025-09,22856580,155,83
Odisha,Boudh,2025-10,23620566,310,164
Odisha,Boudh,2025-11,25142596,228,107
Odisha,Boudh,2025-12,25904622,318,179
Odisha,Boudh,NaT,342106141,3887,2056
Odisha,Cuttack,2025-01,346770737,40151,49754
Odisha,Cuttack,2025-02,138707976,1180,805
Odisha,Cuttack,2025-03,137191056,911,757
Odisha,Cuttack,2025-04,126642312,1087,934
Odisha,Cuttack,2025-05,132675802,829,673
Odisha,Cuttack,2025-06,134182072,971,908
Odisha,Cuttack,2025-07,88200238,777,442
Odisha,Cuttack,2025-08,146246887,1336,931
Odisha,Cuttack,2025-09,118355790,812,703
Odisha,Cuttack,2025-10,140968269,1122,815
Odisha,Cuttack,2025-11,130422035,918,711
Odisha,Cuttack,2025-12,141726366,1286,905
Odisha,Cuttack,NaT,1897423735,14117,10926
Odisha,Debagarh,2025-01,29956400,4442,5500
Odisha,Debagarh,2025-02,13057901,169,69
Odisha,Debagarh,2025-03,13057899,149,95
Odisha,Debagarh,2025-04,9985444,174,88
Odisha,Debagarh,2025-05,14594140,116,78
Odisha,Debagarh,2025-06,12289930,183,91
Odisha,Debagarh,2025-07,7681142,110,31
Odisha,Debagarh,2025-08,12289808,235,116
Odisha,Debagarh,2025-09,12289794,154,74
Odisha,Debagarh,2025-10,11521698,177,122
Odisha,Debagarh,2025-11,13826022,147,92
Odisha,Debagarh,2025-12,12289808,162,118
Odisha,Debagarh,NaT,181274535,2188,1367
Odisha,Dhenkanal,2025-01,127518899,21597,28516
Odisha,Dhenkanal,2025-02,46301221,642,304
Odisha,Dhenkanal,2025-03,46301460,551,430
Odisha,Dhenkanal,2025-04,46301319,475,364
Odisha,Dhenkanal,2025-05,46301074,402,304
Odisha,Dhenkanal,2025-06,46301433,609,456
Odisha,Dhenkanal,2025-07,34156842,343,220
Odisha,Dhenkanal,2025-08,50092544,749,540
Odisha,Dhenkanal,2025-09,44024129,422,385
Odisha,Dhenkanal,2025-10,48574525,618,418
Odisha,Dhenkanal,2025-11,46301327,595,445
Odisha,Dhenkanal,2025-12,50851672,716,520
Odisha,Dhenkanal,NaT,693758097,9692,5762
Odisha,Gajapati,2025-01,95144995,16953,21439
Odisha,Gajapati,2025-02,35774896,540,286
Odisha,Gajapati,2025-03,36536123,566,350
Odisha,Gajapati,2025-04,31969248,570,325
Odisha,Gajapati,2025-05,38058135,388,271
Odisha,Gajapati,2025-06,35013110,406,280
Odisha,Gajapati,2025-07,24357144,407,210
Odisha,Gajapati,2025-08,39580351,560,356
Odisha,Gajapati,2025-09,34252490,350,215
Odisha,Gajapati,2025-10,35013701,565,303
Odisha,Gajapati,2025-11,34252100,474,357
Odisha,Gajapati,2025-12,38057952,648,353
Odisha,Gajapati,NaT,511499610,7649,4121
Odisha,Ganjam,2025-01,469505724,55490,61729
Odisha,Ganjam,2025-02,175018968,1932,1226
Odisha,Ganjam,2025-03,167407534,1350,949
Odisha,Ganjam,2025-04,162078358,1553,1268
Odisha,Ganjam,2025-05,175776429,1528,1057
Odisha,Ganjam,2025-06,166646126,1526,1023
Odisha,Ganjam,2025-07,119471045,1075,694
Odisha,Ganjam,2025-08,176538144,1802,1253
Odisha,Ganjam,2025-09,152950321,1183,825
Odisha,Ganjam,2025-10,162842039,1657,1117
Odisha,Ganjam,2025-11,166645350,1375,994
Odisha,Ganjam,2025-12,176537288,2173,1240
Odisha,Ganjam,NaT,2372620793,21900,13932
Odisha,Jagatsinghapur,2025-01,168171435,12282,15295
Odisha,Jagatsinghapur,2025-02,60330785,647,216
Odisha,Jagatsinghapur,2025-03,61084739,573,275
Odisha,Jagatsinghapur,2025-04,56559996,454,272
Odisha,Jagatsinghapur,2025-05,61838759,439,228
Odisha,Jagatsinghapur,2025-06,59576523,528,271
Odisha,Jagatsinghapur,2025-07,42985451,557,198
Odisha,Jagatsinghapur,2025-08,65609514,744,329
Odisha,Jagatsinghapur,2025-09,49772543,329,241
Odisha,Jagatsinghapur,2025-10,58068113,502,288
Odisha,Jagatsinghapur,2025-11,53543275,437,213
Odisha,Jagatsinghapur,2025-12,61838757,577,294
Odisha,Jagatsinghapur,NaT,849906050,8215,3771
Odisha,Jagatsinghpur,2025-01,91249119,1087,4313
Odisha,Jagatsinghpur,2025-02,52034698,107,175
Odisha,Jagatsinghpur,2025-03,46755928,77,183
Odisha,Jagatsinghpur,2025-04,48262265,52,213
Odisha,Jagatsinghpur,2025-05,49772221,51,195
Odisha,Jagatsinghpur,2025-06,49018272,65,187
Odisha,Jagatsinghpur,2025-07,30164976,48,134
Odisha,Jagatsinghpur,2025-08,53543076,95,226
Odisha,Jagatsinghpur,2025-09,38460543,33,176
Odisha,Jagatsinghpur,2025-10,53543064,79,236
Odisha,Jagatsinghpur,2025-11,51280727,71,183
Odisha,Jagatsinghpur,2025-12,49772159,59,189
Odisha,Jagatsinghpur,NaT,703593818,1036,2823
Odisha,Jajapur,2025-01,235531400,17943,21006
Odisha,Jajapur,2025-02,90586319,412,373
Odisha,Jajapur,2025-03,76248724,306,351
Odisha,Jajapur,2025-04,80022419,397,464
Odisha,Jajapur,2025-05,89078351,448,462
Odisha,Jajapur,2025-06,86057375,427,481
Odisha,Jajapur,2025-07,61902254,359,333
Odisha,Jajapur,2025-08,93610656,508,546
Odisha,Jajapur,2025-09,73229280,328,351
Odisha,Jajapur,2025-10,83043241,392,389
Odisha,Jajapur,2025-11,79264236,385,366
Odisha,Jajapur,2025-12,86814436,482,461
Odisha,Jajapur,NaT,1198825671,5722,5662
Odisha,Jajpur,2025-01,234033895,13035,12234
Odisha,Jajpur,2025-02,80769504,467,143
Odisha,Jajpur,2025-03,74732789,281,121
Odisha,Jajpur,2025-04,86061282,402,180
Odisha,Jajpur,2025-05,85305114,379,160
Odisha,Jajpur,2025-06,84549632,350,186
Odisha,Jajpur,2025-07,42273171,164,76
Odisha,Jajpur,2025-08,87568827,437,234
Odisha,Jajpur,2025-09,68701670,304,130
Odisha,Jajpur,2025-10,75488373,259,145
Odisha,Jajpur,2025-11,79260346,347,181
Odisha,Jajpur,2025-12,85307357,358,193
Odisha,Jajpur,NaT,1103689569,4293,1987
Odisha,Jharsuguda,2025-01,105245520,6869,8148
Odisha,Jharsuguda,2025-02,39947199,366,162
Odisha,Jharsuguda,2025-03,40715460,292,183
Odisha,Jharsuguda,2025-04,31496814,205,134
Odisha,Jharsuguda,2025-05,40715441,276,198
Odisha,Jharsuguda,2025-06,37642432,217,146
Odisha,Jharsuguda,2025-07,33801558,203,135
Odisha,Jharsuguda,2025-08,43020116,323,211
Odisha,Jharsuguda,2025-09,37642578,178,164
Odisha,Jharsuguda,2025-10,40715441,281,205
Odisha,Jharsuguda,2025-11,34569712,206,152
Odisha,Jharsuguda,2025-12,42251860,375,248
Odisha,Jharsuguda,NaT,566943373,3627,2285
Odisha,Kalahandi,2025-01,158569626,26289,37482
Odisha,Kalahandi,2025-02,58218777,812,489
Odisha,Kalahandi,2025-03,55154576,767,654
Odisha,Kalahandi,2025-04,50558544,676,639
Odisha,Kalahandi,2025-05,62815037,538,545
Odisha,Kalahandi,2025-06,50558281,652,476
Odisha,Kalahandi,2025-07,42897849,426,420
Odisha,Kalahandi,2025-08,58984813,824,752
Odisha,Kalahandi,2025-09,53622646,540,521
Odisha,Kalahandi,2025-10,58218853,801,682
Odisha,Kalahandi,2025-11,55920608,638,488
Odisha,Kalahandi,2025-12,58218765,843,703
Odisha,Kalahandi,NaT,804338438,9048,8205
Odisha,Kandhamal,2025-01,138692095,16703,22490
Odisha,Kandhamal,2025-02,54100696,633,363
Odisha,Kandhamal,2025-03,47247679,409,378
Odisha,Kandhamal,2025-04,41912401,354,380
Odisha,Kandhamal,2025-05,46483825,307,234
Odisha,Kandhamal,2025-06,48006965,436,317
Odisha,Kandhamal,2025-07,40388980,491,231
Odisha,Kandhamal,2025-08,51057133,532,422
Odisha,Kandhamal,2025-09,48769986,435,295
Odisha,Kandhamal,2025-10,50292262,626,420
Odisha,Kandhamal,2025-11,48007920,478,298
Odisha,Kandhamal,2025-12,54102567,700,461
Odisha,Kandhamal,NaT,698786116,6651,4669
Odisha,Kendrapara,2025-01,233067200,21213,27211
Odisha,Kendrapara,2025-02,85232127,720,457
Odisha,Kendrapara,2025-03,79953603,708,493
Odisha,Kendrapara,2025-04,72411312,570,437
Odisha,Kendrapara,2025-05,85987279,578,414
Odisha,Kendrapara,2025-06,83725196,699,472
Odisha,Kendrapara,2025-07,61095289,587,309
Odisha,Kendrapara,2025-08,88250846,871,608
Odisha,Kendrapara,2025-09,75428791,556,430
Odisha,Kendrapara,2025-10,88251216,923,525
Odisha,Kendrapara,2025-11,83724588,731,454
Odisha,Kendrapara,2025-12,92022386,950,529
Odisha,Kendrapara,NaT,1200050993,10419,6284
Odisha,Kendujhar,2025-01,255413219,28914,39162
Odisha,Kendujhar,2025-02,87919764,669,515
Odisha,Kendujhar,2025-03,81860398,685,609
Odisha,Kendujhar,2025-04,81858099,689,708
Odisha,Kendujhar,2025-05,95502804,643,630
Odisha,Kendujhar,2025-06,93982826,781,797
Odisha,Kendujhar,2025-07,63668122,550,373
Odisha,Kendujhar,2025-08,97016231,808,799
Odisha,Kendujhar,2025-09,71236948,540,539
Odisha,Kendujhar,2025-10,90953013,828,693
Odisha,Kendujhar,2025-11,87159467,683,616
Odisha,Kendujhar,2025-12,96257120,791,785
Odisha,Kendujhar,NaT,1285433952,10789,8348
Odisha,Khorda,2025-01,340536560,28377,33360
Odisha,Khorda,2025-02,122524813,914,462
Odisha,Khorda,2025-03,112001215,602,436
Odisha,Khorda,2025-04,107493301,722,462
Odisha,Khorda,2025-05,127795997,689,468
Odisha,Khorda,2025-06,121027868,823,542
Odisha,Khorda,2025-07,92466530,629,374
Odisha,Khorda,2025-08,130041457,862,552
Odisha,Khorda,2025-09,99974936,577,444
Odisha,Khorda,2025-10,115766563,860,545
Odisha,Khorda,2025-11,126286338,800,526
Odisha,Khorda,2025-12,130796227,1092,622
Odisha,Khorda,NaT,1713920925,11512,7066
Odisha,Khordha,2025-01,110538103,718,3105
Odisha,Khordha,2025-02,63159875,55,177
Odisha,Khordha,2025-03,63916506,38,149
Odisha,Khordha,2025-04,65416655,28,185
Odisha,Khordha,2025-05,57152095,32,163
Odisha,Khordha,2025-06,65413658,35,180
Odisha,Khordha,2025-07,48870802,41,112
Odisha,Khordha,2025-08,66160729,48,181
Odisha,Khordha,2025-09,53389057,42,146
Odisha,Khordha,2025-10,69924483,44,180
Odisha,Khordha,2025-11,63158074,39,170
Odisha,Khordha,2025-12,76687293,63,239
Odisha,Khordha,NaT,857178740,489,2336
Odisha,Koraput,2025-01,181055741,31439,40377
Odisha,Koraput,2025-02,68756396,829,780
