state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Madhya Pradesh,Ujjain,2025-03,33317556,223,1357
Madhya Pradesh,Ujjain,2025-04,32404656,165,1266
Madhya Pradesh,Ujjain,2025-05,28298114,101,581
Madhya Pradesh,Ujjain,2025-06,25102861,133,874
Madhya Pradesh,Ujjain,2025-07,27840270,151,673
Madhya Pradesh,Ujjain,2025-08,32857258,230,1519
Madhya Pradesh,Ujjain,2025-09,25102017,191,1055
Madhya Pradesh,Ujjain,2025-10,35158935,219,1626
Madhya Pradesh,Ujjain,2025-11,30579546,161,1335
Madhya Pradesh,Ujjain,2025-12,33771919,211,1605
Madhya Pradesh,Ujjain,NaT,547248169,2336,16915
Madhya Pradesh,Umaria,2025-01,12114822,2404,15029
Madhya Pradesh,Umaria,2025-02,5815406,22,242
Madhya Pradesh,Umaria,2025-03,13088360,77,507
Madhya Pradesh,Umaria,2025-04,11630699,50,442
Madhya Pradesh,Umaria,2025-05,10668150,39,161
Madhya Pradesh,Umaria,2025-06,8238609,55,345
Madhya Pradesh,Umaria,2025-07,9205828,23,205
Madhya Pradesh,Umaria,2025-08,10177708,48,436
Madhya Pradesh,Umaria,2025-09,7751729,51,398
Madhya Pradesh,Umaria,2025-10,12112606,65,623
Madhya Pradesh,Umaria,2025-11,10661599,65,493
Madhya Pradesh,Umaria,2025-12,13088126,63,550
Madhya Pradesh,Umaria,NaT,188032093,730,6502
Madhya Pradesh,Vidisha,2025-01,24601025,5765,22945
Madhya Pradesh,Vidisha,2025-02,12997838,122,576
Madhya Pradesh,Vidisha,2025-03,18568522,179,1012
Madhya Pradesh,Vidisha,2025-04,19496310,190,881
Madhya Pradesh,Vidisha,2025-05,12532800,69,372
Madhya Pradesh,Vidisha,2025-06,11140548,135,576
Madhya Pradesh,Vidisha,2025-07,14390847,68,389
Madhya Pradesh,Vidisha,2025-08,17175709,170,736
Madhya Pradesh,Vidisha,2025-09,15318069,122,532
Madhya Pradesh,Vidisha,2025-10,18568115,168,705
Madhya Pradesh,Vidisha,2025-11,19032202,144,797
Madhya Pradesh,Vidisha,2025-12,19960865,155,931
Madhya Pradesh,Vidisha,NaT,295696267,1675,9883
Madhya Pradesh,West Nimar,2025-01,9921979,23,93
Madhya Pradesh,West Nimar,2025-02,4962209,2,28
Madhya Pradesh,West Nimar,2025-03,15789881,20,96
Madhya Pradesh,West Nimar,2025-04,14432899,4,81
Madhya Pradesh,West Nimar,2025-05,8572968,4,30
Madhya Pradesh,West Nimar,2025-06,9925649,4,62
Madhya Pradesh,West Nimar,2025-07,7218438,3,35
Madhya Pradesh,West Nimar,2025-08,15339541,13,66
Madhya Pradesh,West Nimar,2025-09,12628663,4,53
Madhya Pradesh,West Nimar,2025-10,14436413,10,77
Madhya Pradesh,West Nimar,2025-11,17595439,11,97
Madhya Pradesh,West Nimar,2025-12,13536569,8,70
Madhya Pradesh,West Nimar,NaT,218350690,104,1061
Maharashtra,Ahilyanagar,2025-06,414502,0,1
Maharashtra,Ahilyanagar,2025-07,7461675,2,20
Maharashtra,Ahilyanagar,2025-08,8343126,0,22
Maharashtra,Ahilyanagar,2025-09,13699300,2,54
Maharashtra,Ahilyanagar,2025-10,10805458,3,33
Maharashtra,Ahilyanagar,2025-11,24124385,4,107
Maharashtra,Ahilyanagar,2025-12,22914316,11,124
Maharashtra,Ahilyanagar,NaT,334713543,178,1857
Maharashtra,Ahmadnagar,2025-01,103153885,1466,32505
Maharashtra,Ahmadnagar,2025-02,82358719,216,2688
Maharashtra,Ahmadnagar,2025-03,112645673,337,7182
Maharashtra,Ahmadnagar,2025-04,129701141,366,10717
Maharashtra,Ahmadnagar,2025-05,86954030,133,2570
Maharashtra,Ahmadnagar,2025-06,92334779,288,7496
Maharashtra,Ahmadnagar,2025-07,97709845,221,9425
Maharashtra,Ahmadnagar,2025-08,121425504,395,8009
Maharashtra,Ahmadnagar,2025-09,105594328,210,3311
Maharashtra,Ahmadnagar,2025-10,120998198,283,8946
Maharashtra,Ahmadnagar,2025-11,119766609,293,7671
Maharashtra,Ahmadnagar,2025-12,125091461,345,11860
Maharashtra,Ahmadnagar,NaT,1890540120,3847,106887
Maharashtra,Ahmed Nagar,2025-01,19599357,2,169
Maharashtra,Ahmed Nagar,2025-02,14181861,5,74
Maharashtra,Ahmed Nagar,2025-03,28786078,3,191
Maharashtra,Ahmed Nagar,2025-04,34146839,4,280
Maharashtra,Ahmed Nagar,2025-05,8730769,1,55
Maharashtra,Ahmed Nagar,2025-06,25843535,2,258
Maharashtra,Ahmed Nagar,2025-07,22475603,4,276
Maharashtra,Ahmed Nagar,2025-08,28750479,6,258
Maharashtra,Ahmed Nagar,2025-09,13372928,2,79
Maharashtra,Ahmed Nagar,2025-10,32933803,6,323
Maharashtra,Ahmed Nagar,2025-11,27923654,8,219
Maharashtra,Ahmed Nagar,2025-12,31668259,3,308
Maharashtra,Ahmed Nagar,NaT,398287339,68,2991
Maharashtra,Akola,2025-01,35980930,764,11651
Maharashtra,Akola,2025-02,23097459,45,721
Maharashtra,Akola,2025-03,38644676,99,1694
Maharashtra,Akola,2025-04,46198659,110,2397
Maharashtra,Akola,2025-05,19988573,24,292
Maharashtra,Akola,2025-06,28427936,74,1721
Maharashtra,Akola,2025-07,28870902,46,2318
Maharashtra,Akola,2025-08,35979731,107,1888
Maharashtra,Akola,2025-09,35090755,60,691
Maharashtra,Akola,2025-10,43087378,83,3639
Maharashtra,Akola,2025-11,39089059,94,2080
Maharashtra,Akola,2025-12,41755707,101,3523
Maharashtra,Akola,NaT,647623988,1282,26578
Maharashtra,Amravati,2025-01,54258818,1926,18679
Maharashtra,Amravati,2025-02,38248263,67,1385
Maharashtra,Amravati,2025-03,56481417,185,3048
Maharashtra,Amravati,2025-04,63595820,191,4279
Maharashtra,Amravati,2025-05,36469559,75,1089
Maharashtra,Amravati,2025-06,47139972,183,2504
Maharashtra,Amravati,2025-07,44474443,133,2982
Maharashtra,Amravati,2025-08,58258859,180,2873
Maharashtra,Amravati,2025-09,46697331,126,1172
Maharashtra,Amravati,2025-10,62701952,203,3642
Maharashtra,Amravati,2025-11,59148184,164,2926
Maharashtra,Amravati,2025-12,60923903,224,3505
Maharashtra,Amravati,NaT,942351400,2317,42133
Maharashtra,Aurangabad,2025-01,50348523,2743,32268
Maharashtra,Aurangabad,2025-02,37446144,121,1805
Maharashtra,Aurangabad,2025-03,54636847,300,4827
Maharashtra,Aurangabad,2025-04,62843479,248,6070
Maharashtra,Aurangabad,2025-05,35743072,93,1359
Maharashtra,Aurangabad,2025-06,44782569,232,4536
Maharashtra,Aurangabad,2025-07,49107871,235,4849
Maharashtra,Aurangabad,2025-08,57692859,295,4490
Maharashtra,Aurangabad,2025-09,44342934,217,2175
Maharashtra,Aurangabad,2025-10,55552010,223,5035
Maharashtra,Aurangabad,2025-11,55944834,248,4274
Maharashtra,Aurangabad,2025-12,55106872,289,6598
Maharashtra,Aurangabad,NaT,898314902,3022,68577
Maharashtra,Beed,2025-01,38429450,3143,45706
Maharashtra,Beed,2025-02,24284836,174,1377
Maharashtra,Beed,2025-03,35339756,278,5272
Maharashtra,Beed,2025-04,38790398,322,6778
Maharashtra,Beed,2025-05,31511212,134,1203
Maharashtra,Beed,2025-06,28547132,225,5058
Maharashtra,Beed,2025-07,25560304,168,5471
Maharashtra,Beed,2025-08,34046423,310,3974
Maharashtra,Beed,2025-09,31877459,226,1743
Maharashtra,Beed,2025-10,35807932,222,5772
Maharashtra,Beed,2025-11,35826420,238,4288
Maharashtra,Beed,2025-12,40050167,348,7613
Maharashtra,Beed,NaT,596179720,3139,67969
Maharashtra,Bhandara,2025-01,28279764,368,7541
Maharashtra,Bhandara,2025-02,19441639,38,560
Maharashtra,Bhandara,2025-03,28277726,87,1483
Maharashtra,Bhandara,2025-04,30929693,63,1619
Maharashtra,Bhandara,2025-05,17674705,10,364
Maharashtra,Bhandara,2025-06,22975109,53,1077
Maharashtra,Bhandara,2025-07,21651491,25,1544
Maharashtra,Bhandara,2025-08,24301453,60,1044
Maharashtra,Bhandara,2025-09,20326282,41,536
Maharashtra,Bhandara,2025-10,30931395,74,1340
Maharashtra,Bhandara,2025-11,27396213,51,851
Maharashtra,Bhandara,2025-12,31371943,83,2048
Maharashtra,Bhandara,NaT,439653596,705,16229
Maharashtra,Bid,2025-01,10763839,2,318
Maharashtra,Bid,2025-02,8124711,2,98
Maharashtra,Bid,2025-03,21751812,5,579
Maharashtra,Bid,2025-04,25167236,7,708
Maharashtra,Bid,2025-05,11556643,0,99
Maharashtra,Bid,2025-06,14076854,1,432
Maharashtra,Bid,2025-07,13697114,4,667
Maharashtra,Bid,2025-08,17972063,4,400
Maharashtra,Bid,2025-09,12853089,8,184
Maharashtra,Bid,2025-10,19232900,6,376
Maharashtra,Bid,2025-11,19253341,5,340
Maharashtra,Bid,2025-12,20129249,4,915
Maharashtra,Bid,NaT,308160746,74,6680
Maharashtra,Buldana,2025-01,21287897,6,826
Maharashtra,Buldana,2025-02,15521797,3,238
Maharashtra,Buldana,2025-03,31045538,10,770
Maharashtra,Buldana,2025-04,36810093,12,1447
Maharashtra,Buldana,2025-05,18179336,6,420
Maharashtra,Buldana,2025-06,23947983,10,758
Maharashtra,Buldana,2025-07,19956554,4,1042
Maharashtra,Buldana,2025-08,31047840,13,683
Maharashtra,Buldana,2025-09,23946574,4,276
Maharashtra,Buldana,2025-10,36365096,15,927
Maharashtra,Buldana,2025-11,31934932,15,943
Maharashtra,Buldana,2025-12,36815065,17,1730
Maharashtra,Buldana,NaT,494498695,125,12641
Maharashtra,Buldhana,2025-01,34594858,1063,15745
Maharashtra,Buldhana,2025-02,28830148,85,1045
Maharashtra,Buldhana,2025-03,44801182,172,3939
Maharashtra,Buldhana,2025-04,53224838,194,6367
Maharashtra,Buldhana,2025-05,27497992,45,1083
Maharashtra,Buldhana,2025-06,33713698,112,3657
Maharashtra,Buldhana,2025-07,35487787,97,4710
Maharashtra,Buldhana,2025-08,41697437,159,3142
Maharashtra,Buldhana,2025-09,37254731,113,1084
Maharashtra,Buldhana,2025-10,46576300,148,4582
Maharashtra,Buldhana,2025-11,44800858,116,3576
Maharashtra,Buldhana,2025-12,43022157,157,7043
Maharashtra,Buldhana,NaT,714098566,1821,53917
Maharashtra,Chandrapur,2025-01,42892384,970,17606
Maharashtra,Chandrapur,2025-02,28744986,36,1003
Maharashtra,Chandrapur,2025-03,48645825,130,4207
Maharashtra,Chandrapur,2025-04,53497961,133,5416
Maharashtra,Chandrapur,2025-05,27858468,51,1028
Maharashtra,Chandrapur,2025-06,35819672,74,3489
Maharashtra,Chandrapur,2025-07,27416924,40,4926
Maharashtra,Chandrapur,2025-08,46877640,111,3658
Maharashtra,Chandrapur,2025-09,35819486,88,1363
Maharashtra,Chandrapur,2025-10,48208149,120,4498
Maharashtra,Chandrapur,2025-11,45105473,102,3665
Maharashtra,Chandrapur,2025-12,47764233,151,6644
Maharashtra,Chandrapur,NaT,723032712,1243,51319
Maharashtra,Chatrapati Sambhaji Nagar,2025-01,2586007,471,4205
Maharashtra,Chatrapati Sambhaji Nagar,2025-02,862003,4,29
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,3017011,16,124
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,3448010,18,144
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,3448012,16,161
Maharashtra,Chatrapati Sambhaji Nagar,2025-06,1724006,10,79
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,1724005,7,79
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,431002,1,0
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,1293005,2,32
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,2586009,12,88
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,1724005,10,114
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,3017010,19,197
Maharashtra,Chatrapati Sambhaji Nagar,NaT,44393291,184,1618
Maharashtra,Chhatrapati Sambhajinagar,2025-01,31440110,256,1810
Maharashtra,Chhatrapati Sambhajinagar,2025-02,30963091,23,248
Maharashtra,Chhatrapati Sambhajinagar,2025-03,45629712,45,502
Maharashtra,Chhatrapati Sambhajinagar,2025-04,38329609,52,402
Maharashtra,Chhatrapati Sambhajinagar,2025-05,33149534,33,377
Maharashtra,Chhatrapati Sambhajinagar,2025-06,36152598,29,424
Maharashtra,Chhatrapati Sambhajinagar,2025-07,37051751,42,381
Maharashtra,Chhatrapati Sambhajinagar,2025-08,46498489,55,571
Maharashtra,Chhatrapati Sambhajinagar,2025-09,39199523,41,393
Maharashtra,Chhatrapati Sambhajinagar,2025-10,48208298,69,514
Maharashtra,Chhatrapati Sambhajinagar,2025-11,43495527,41,456
Maharashtra,Chhatrapati Sambhajinagar,2025-12,50787366,58,664
Maharashtra,Chhatrapati Sambhajinagar,NaT,686180030,680,6572
Maharashtra,Dharashiv,2025-01,15300713,44,226
Maharashtra,Dharashiv,2025-02,14474155,2,71
Maharashtra,Dharashiv,2025-03,23572344,17,141
Maharashtra,Dharashiv,2025-04,17782563,8,105
Maharashtra,Dharashiv,2025-05,11992781,3,62
Maharashtra,Dharashiv,2025-06,17782022,7,115
Maharashtra,Dharashiv,2025-07,15301293,7,84
Maharashtra,Dharashiv,2025-08,20263869,11,155
Maharashtra,Dharashiv,2025-09,17782567,2,87
Maharashtra,Dharashiv,2025-10,26467281,9,126
Maharashtra,Dharashiv,2025-11,16541964,5,99
Maharashtra,Dharashiv,2025-12,22331747,16,140
Maharashtra,Dharashiv,NaT,288240177,108,1538
Maharashtra,Dhule,2025-01,25047812,902,10027
Maharashtra,Dhule,2025-02,25054796,81,882
Maharashtra,Dhule,2025-03,37794872,148,2285
Maharashtra,Dhule,2025-04,38220356,100,2057
Maharashtra,Dhule,2025-05,23357957,50,765
Maharashtra,Dhule,2025-06,25902562,101,1697
Maharashtra,Dhule,2025-07,25903171,82,1880
Maharashtra,Dhule,2025-08,30148989,126,1836
Maharashtra,Dhule,2025-09,27609432,102,862
Maharashtra,Dhule,2025-10,39495283,109,2278
Maharashtra,Dhule,2025-11,34819236,118,1834
Maharashtra,Dhule,2025-12,40340155,143,3018
Maharashtra,Dhule,NaT,572848549,1583,28842
Maharashtra,Dist : Thane,NaT,421311,0,1
Maharashtra,Gadchiroli,2025-01,24765912,1035,10516
Maharashtra,Gadchiroli,2025-02,17690063,32,824
Maharashtra,Gadchiroli,2025-03,19459393,35,1649
Maharashtra,Gadchiroli,2025-04,24325458,65,2310
Maharashtra,Gadchiroli,2025-05,14591532,22,833
Maharashtra,Gadchiroli,2025-06,17691764,42,1486
Maharashtra,Gadchiroli,2025-07,12826882,30,1211
Maharashtra,Gadchiroli,2025-08,21677024,75,1603
Maharashtra,Gadchiroli,2025-09,20344633,38,880
Maharashtra,Gadchiroli,2025-10,22996242,62,1628
Maharashtra,Gadchiroli,2025-11,19901999,61,1309
Maharashtra,Gadchiroli,2025-12,20337432,60,1966
Maharashtra,Gadchiroli,NaT,356914426,814,24112
Maharashtra,Gondia,2025-01,1325203,0,8
Maharashtra,Gondia,2025-02,3092233,0,21
Maharashtra,Gondia,2025-03,7067963,0,53
Maharashtra,Gondia,2025-04,6184753,0,47
Maharashtra,Gondia,2025-05,3092058,2,8
Maharashtra,Gondia,2025-06,3975342,2,36
Maharashtra,Gondia,2025-07,4417437,0,36
Maharashtra,Gondia,2025-08,7950914,0,37
Maharashtra,Gondia,2025-09,7067282,0,38
Maharashtra,Gondia,2025-10,7951164,1,36
Maharashtra,Gondia,2025-11,4858955,0,32
Maharashtra,Gondia,2025-12,5742647,0,49
Maharashtra,Gondia,NaT,93647245,13,556
Maharashtra,Gondiya,2025-01,20762438,1312,12500
Maharashtra,Gondiya,2025-02,11927766,41,668
Maharashtra,Gondiya,2025-03,23854712,144,3447
Maharashtra,Gondiya,2025-04,22529201,144,3297
Maharashtra,Gondiya,2025-05,12368629,56,691
Maharashtra,Gondiya,2025-06,13695275,72,1784
Maharashtra,Gondiya,2025-07,12810794,54,1799
Maharashtra,Gondiya,2025-08,15019578,91,1543
Maharashtra,Gondiya,2025-09,15904304,62,739
Maharashtra,Gondiya,2025-10,15461696,85,1570
Maharashtra,Gondiya,2025-11,16787815,89,1340
Maharashtra,Gondiya,2025-12,19880394,96,2304
Maharashtra,Gondiya,NaT,307028498,1218,28472
Maharashtra,Gondiya *,2025-01,4859470,0,61
Maharashtra,Gondiya *,2025-02,6184866,0,36
Maharashtra,Gondiya *,2025-03,10602799,1,105
Maharashtra,Gondiya *,2025-04,10602614,1,99
Maharashtra,Gondiya *,2025-05,7068163,1,39
Maharashtra,Gondiya *,2025-06,6184776,0,48
Maharashtra,Gondiya *,2025-07,7067801,1,60
Maharashtra,Gondiya *,2025-08,7067166,0,73
Maharashtra,Gondiya *,2025-09,6185079,4,32
Maharashtra,Gondiya *,2025-10,10160506,0,63
Maharashtra,Gondiya *,2025-11,10602238,2,55
Maharashtra,Gondiya *,2025-12,9718434,0,99
Maharashtra,Gondiya *,NaT,149760382,17,1211
Maharashtra,Hingoli,2025-01,11653352,417,11246
Maharashtra,Hingoli,2025-02,8632332,52,717
Maharashtra,Hingoli,2025-03,15537014,141,3722
Maharashtra,Hingoli,2025-04,16832067,148,6063
Maharashtra,Hingoli,2025-05,11652607,61,1867
Maharashtra,Hingoli,2025-06,12947323,83,2998
Maharashtra,Hingoli,2025-07,9063090,45,2801
Maharashtra,Hingoli,2025-08,14673215,124,2435
Maharashtra,Hingoli,2025-09,12084657,117,1127
Maharashtra,Hingoli,2025-10,18557703,108,4433
Maharashtra,Hingoli,2025-11,15105121,89,2405
Maharashtra,Hingoli,2025-12,16400384,129,7108
Maharashtra,Hingoli,NaT,249887731,1215,46900
Maharashtra,Hingoli *,2025-10,863402,0,2
Maharashtra,Hingoli *,NaT,431701,0,1
Maharashtra,Jalgaon,2025-01,67138166,2192,26388
Maharashtra,Jalgaon,2025-02,55671498,145,1553
Maharashtra,Jalgaon,2025-03,83714438,292,5690
Maharashtra,Jalgaon,2025-04,94762179,287,7046
Maharashtra,Jalgaon,2025-05,44617910,91,1017
Maharashtra,Jalgaon,2025-06,65015101,190,5563
Maharashtra,Jalgaon,2025-07,49712026,128,4514
Maharashtra,Jalgaon,2025-08,79463679,225,5240
Maharashtra,Jalgaon,2025-09,75640320,210,2372
Maharashtra,Jalgaon,2025-10,92634408,294,6115
Maharashtra,Jalgaon,2025-11,79037642,238,4205
Maharashtra,Jalgaon,2025-12,83286702,237,6932
Maharashtra,Jalgaon,NaT,1302864823,3253,66659
Maharashtra,Jalna,2025-01,27600823,1015,13209
Maharashtra,Jalna,2025-02,26306780,82,1185
Maharashtra,Jalna,2025-03,37518915,190,3691
Maharashtra,Jalna,2025-04,36656833,161,3623
Maharashtra,Jalna,2025-05,23717902,69,976
Maharashtra,Jalna,2025-06,26306298,102,2014
Maharashtra,Jalna,2025-07,27168949,76,2161
Maharashtra,Jalna,2025-08,32342857,195,2637
Maharashtra,Jalna,2025-09,25444255,116,1050
Maharashtra,Jalna,2025-10,36224202,133,2718
Maharashtra,Jalna,2025-11,38381157,126,2179
Maharashtra,Jalna,2025-12,36656798,156,3142
Maharashtra,Jalna,NaT,544673016,1681,36853
Maharashtra,Kolhapur,2025-01,79910013,1087,17920
Maharashtra,Kolhapur,2025-02,68254444,94,1530
Maharashtra,Kolhapur,2025-03,101550870,228,4174
Maharashtra,Kolhapur,2025-04,106540110,228,5208
Maharashtra,Kolhapur,2025-05,70750081,111,1463
Maharashtra,Kolhapur,2025-06,79908594,150,4539
Maharashtra,Kolhapur,2025-07,72832472,117,4294
Maharashtra,Kolhapur,2025-08,97388358,242,4511
Maharashtra,Kolhapur,2025-09,84901800,176,2507
Maharashtra,Kolhapur,2025-10,108624664,211,5034
Maharashtra,Kolhapur,2025-11,101547945,200,4291
Maharashtra,Kolhapur,2025-12,104462978,282,6377
Maharashtra,Kolhapur,NaT,1633526683,2693,62267
Maharashtra,Latur,2025-01,26915088,2003,27956
Maharashtra,Latur,2025-02,25261277,102,1426
Maharashtra,Latur,2025-03,36462460,224,4225
Maharashtra,Latur,2025-04,37289428,230,5158
Maharashtra,Latur,2025-05,24451893,54,1082
Maharashtra,Latur,2025-06,24847791,126,3531
Maharashtra,Latur,2025-07,26070367,120,3657
Maharashtra,Latur,2025-08,32758567,201,3961
Maharashtra,Latur,2025-09,27346646,154,1658
Maharashtra,Latur,2025-10,35635593,187,4468
Maharashtra,Latur,2025-11,32722657,195,3549
Maharashtra,Latur,2025-12,34412625,236,7300
Maharashtra,Latur,NaT,530592764,2125,51699
Maharashtra,Mumbai,2025-01,82423704,1385,24967
Maharashtra,Mumbai,2025-02,82826513,131,2176
Maharashtra,Mumbai,2025-03,126046173,304,4816
Maharashtra,Mumbai,2025-04,139255958,304,5507
Maharashtra,Mumbai,2025-05,86420764,182,1919
Maharashtra,Mumbai,2025-06,96826670,209,3926
Maharashtra,Mumbai,2025-07,92428336,149,2855
Maharashtra,Mumbai,2025-08,109650808,161,3403
Maharashtra,Mumbai,2025-09,103226665,168,3385
Maharashtra,Mumbai,2025-10,128441556,253,4923
Maharashtra,Mumbai,2025-11,121240558,276,4871
Maharashtra,Mumbai,2025-12,130049764,251,5267
Maharashtra,Mumbai,NaT,1917751523,3321,60374
Maharashtra,Mumbai City,2025-01,45602403,2191,20349
Maharashtra,Mumbai City,2025-02,30001445,61,544
Maharashtra,Mumbai City,2025-03,44402280,178,1543
Maharashtra,Mumbai City,2025-04,41202059,100,783
Maharashtra,Mumbai City,2025-05,34801621,84,979
Maharashtra,Mumbai City,2025-06,36801999,143,1223
Maharashtra,Mumbai City,2025-07,30801499,83,816
Maharashtra,Mumbai City,2025-08,44002267,121,1128
Maharashtra,Mumbai City,2025-09,31201588,80,869
Maharashtra,Mumbai City,2025-10,39202052,74,871
Maharashtra,Mumbai City,2025-11,39202003,132,1062
Maharashtra,Mumbai City,2025-12,44002249,127,1474
Maharashtra,Mumbai City,NaT,682033858,1576,15284
Maharashtra,Mumbai Suburban,2025-01,82815243,9796,82518
Maharashtra,Mumbai Suburban,2025-02,54409923,255,2398
Maharashtra,Mumbai Suburban,2025-03,72813339,564,5114
Maharashtra,Mumbai Suburban,2025-04,76813908,316,3206
Maharashtra,Mumbai Suburban,2025-05,56410244,271,2553
Maharashtra,Mumbai Suburban,2025-06,64811978,523,4390
Maharashtra,Mumbai Suburban,2025-07,60410520,364,3040
Maharashtra,Mumbai Suburban,2025-08,71213065,386,3624
Maharashtra,Mumbai Suburban,2025-09,60010654,292,2923
Maharashtra,Mumbai Suburban,2025-10,71613086,352,3498
Maharashtra,Mumbai Suburban,2025-11,66011753,437,3684
Maharashtra,Mumbai Suburban,2025-12,78014279,495,4581
Maharashtra,Mumbai Suburban,NaT,1172613190,5818,51579
Maharashtra,Mumbai( Sub Urban ),2025-01,10001876,0,48
Maharashtra,Mumbai( Sub Urban ),2025-02,14002687,0,67
Maharashtra,Mumbai( Sub Urban ),2025-03,36006695,0,159
Maharashtra,Mumbai( Sub Urban ),2025-04,30005699,3,183
Maharashtra,Mumbai( Sub Urban ),2025-05,13602585,3,64
Maharashtra,Mumbai( Sub Urban ),2025-06,20404122,4,118
Maharashtra,Mumbai( Sub Urban ),2025-07,16003117,0,95
Maharashtra,Mumbai( Sub Urban ),2025-08,28405322,0,136
Maharashtra,Mumbai( Sub Urban ),2025-09,22404273,3,118
Maharashtra,Mumbai( Sub Urban ),2025-10,33606399,4,183
Maharashtra,Mumbai( Sub Urban ),2025-11,26405285,0,149
Maharashtra,Mumbai( Sub Urban ),2025-12,30805900,6,198
Maharashtra,Mumbai( Sub Urban ),NaT,399677852,28,2072
Maharashtra,Nagpur,2025-01,92955579,4949,45099
Maharashtra,Nagpur,2025-02,72255196,203,1973
Maharashtra,Nagpur,2025-03,95167952,439,4924
Maharashtra,Nagpur,2025-04,94281933,344,4589
Maharashtra,Nagpur,2025-05,59474368,141,1365
Maharashtra,Nagpur,2025-06,81078448,306,3906
Maharashtra,Nagpur,2025-07,71817089,240,3474
Maharashtra,Nagpur,2025-08,89010294,345,4365
Maharashtra,Nagpur,2025-09,71382240,240,2351
Maharashtra,Nagpur,2025-10,96495611,365,5053
Maharashtra,Nagpur,2025-11,87685747,350,4157
Maharashtra,Nagpur,2025-12,94283489,384,5903
Maharashtra,Nagpur,NaT,1529385662,4738,58698
Maharashtra,Nanded,2025-01,51373928,1380,27776
Maharashtra,Nanded,2025-02,39285897,126,2266
Maharashtra,Nanded,2025-03,63462966,291,8806
Maharashtra,Nanded,2025-04,61736267,285,10907
Maharashtra,Nanded,2025-05,37558972,114,2079
Maharashtra,Nanded,2025-06,51805951,279,9191
Maharashtra,Nanded,2025-07,41876564,169,8532
Maharashtra,Nanded,2025-08,63463808,283,10843
Maharashtra,Nanded,2025-09,44898945,191,2303
Maharashtra,Nanded,2025-10,60872754,247,9160
Maharashtra,Nanded,2025-11,61736116,244,8514
Maharashtra,Nanded,2025-12,63031730,310,15074
Maharashtra,Nanded,NaT,974824873,3268,114151
Maharashtra,Nandurbar,2025-01,29354015,1616,14631
Maharashtra,Nandurbar,2025-02,17442261,42,325
Maharashtra,Nandurbar,2025-03,28503291,75,1186
Maharashtra,Nandurbar,2025-04,26376120,42,913
Maharashtra,Nandurbar,2025-05,19143952,34,402
Maharashtra,Nandurbar,2025-06,21271095,45,810
Maharashtra,Nandurbar,2025-07,17442268,45,707
Maharashtra,Nandurbar,2025-08,25099770,72,996
Maharashtra,Nandurbar,2025-09,22121926,57,543
Maharashtra,Nandurbar,2025-10,26376142,64,1026
Maharashtra,Nandurbar,2025-11,27226977,39,1083
Maharashtra,Nandurbar,2025-12,27226958,65,1213
Maharashtra,Nandurbar,NaT,433504245,770,14243
Maharashtra,Nandurbar *,2025-01,2977896,0,15
Maharashtra,Nandurbar *,2025-02,1276243,0,4
Maharashtra,Nandurbar *,2025-03,5530439,0,20
Maharashtra,Nandurbar *,2025-04,6806728,0,38
Maharashtra,Nandurbar *,2025-05,2552488,0,6
Maharashtra,Nandurbar *,2025-06,3403308,0,24
Maharashtra,Nandurbar *,2025-07,2977901,0,18
Maharashtra,Nandurbar *,2025-08,9359173,0,37
Maharashtra,Nandurbar *,2025-09,4679544,0,17
Maharashtra,Nandurbar *,2025-10,7657504,0,30
Maharashtra,Nandurbar *,2025-11,4679572,0,13
